iso3,country_name,region,income_group,row_type,capital,lat,lon,member_count,population_total,pop_0_14_pct,pop_15_64_pct,pop_65plus_pct,age_dependency_ratio,lfp_rate_total,lfp_rate_15_24,lfp_rate_15_24_ilo,lfp_rate_25_54,lfp_rate_55_64,emp_to_pop_ratio_15plus,youth_employment_rate_15_24,unemployment_rate_total,unemployment_rate_15_24,labor_force_total,employed_total,employed_total_source,employed_share_of_population_pct,emp_agriculture_pct,emp_industry_pct,emp_services_pct,isco1_managers_pct,isco2_professionals_pct,isco3_technicians_pct,isco4_clerical_pct,isco5_service_sales_pct,isco6_agricultural_pct,isco7_craft_pct,isco8_operators_pct,isco9_elementary_pct,isco_unclassified_pct,isco_armed_forces_thousands,isco_groups_reported,isco_classified_share_pct,isco_classification,isco_source_employed_thousands,white_collar_pct,professional_core_pct,blue_collar_service_pct,white_collar_employed,professional_core_employed,clerical_employed,professionals_employed,young_white_collar_pct,prime_white_collar_pct,late_career_white_collar_pct,youth_age_band_used,entry_level_data_quality,young_employed_total,young_white_collar_employed,youth_cohort_share,youth_wc_gap,entry_level_squeeze_index,squeeze_components_present,gdp_per_capita_ppp,population_15_24,labor_force_advanced_edu_pct,service_exports_usd,ict_service_exports_pct,ict_service_exports_usd,ai_exposure_weighted_score,exposed_wage_bill_ppp,data_year_population,data_year_labor,data_year_sector,data_year_occupation,data_year_youth_occupation,data_year_lfp_age,data_year_context,prime_white_collar_year,late_career_white_collar_year,data_source_override,data_year_population_range,data_year_labor_range,data_year_sector_range,data_year_occupation_range,data_year_youth_occupation_range,isco_coverage_pct_of_employment,youth_isco_coverage_pct_of_employment,data_quality_flag
PER,Peru,Latin America & Caribbean,Upper middle income,country,Lima,-12.0931,-77.0465,,34576665.0,23.6140674642855,66.9193717786258,9.46656075708863,49.4335606299582,72.856,55.234,52.52,85.352,78.534,69.127,50.013,5.117,9.453,19242514.0,18257875,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),52.804,23.1345727852088,16.7867526707018,60.0786745440895,0.6748,8.8236,7.2463,5.7296,17.8126,11.5987,9.3674,8.2321,30.5149,-0.0,118.719,9,100.0,ISCO-08,17717.438,22.4743,9.4984,77.5257,4103330,1734206,1046103,1611002,15.1114,26.086,20.3254,Y15-24,proxy_youth_15_24_x_isco,2827606,427291,16.3513,-7.3629,48.9,4,18816.1045522938,5653743.0,82.981,7642959671.62033,2.28860972917153,174917519,0.2962,101757165548,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
PHL,Philippines,East Asia & Pacific,Upper middle income,country,Manila,14.5515,121.035,,116786962.0,27.1388610693595,67.1371327086275,5.72400622201301,48.9488685879186,61.35,31.695,31.59,76.301,67.291,59.979,29.463,2.235,7.041,52204133.0,51037371,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),43.7013,20.4878884895503,19.9641083102109,59.5480051595847,4.0152,5.7256,4.2445,7.5217,23.5663,11.1744,7.16,8.4573,28.1349,0.0,92.34,9,100.0,ISCO-08,46846.178,21.507,9.7408,78.4929,10976607,4971448,3838878,2922196,16.4367,23.975,16.3034,Y15-24,proxy_youth_15_24_x_isco,5680012,933607,16.5074,-5.0703,50.07,4,12576.9867435109,19278458.0,68.056,51486248934.7225,17.1456151252185,8827634085,0.3036,194879728366,2025,2025,2025,2023,2023,2023,,2023,2023,,,,,,,,,complete
PLW,Palau,East Asia & Pacific,High income,country,Koror,7.34194,134.479,,17663.0,17.9363057324841,70.2307147912243,11.8329794762916,42.3861346231358,,,31.83,87.913,64.083,,,,,,9555,ILOSTAT survey total (ISCO base),54.0961,,,,10.3925,14.1392,15.0392,8.54,22.2815,0.9942,11.6065,2.7316,14.2752,0.1567,,9,99.84,ISCO-08,9.555,48.1109,24.5317,51.889,4597,2344,816,1351,44.3609,51.2121,42.1019,Y15-24,proxy_youth_15_24_x_isco,,,,-3.75,,2,23051.6787122681,,79.395,61894000.0,0.264969140789091,164000,0.4402,96957919,2025,,,2023,2020,2023,,2023,2023,,,,,,,,,partial — no labor force data
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,country,Port Moresby,-9.47357,147.194,,10762817.0,33.145602122567,63.2663270220055,3.58807085542753,58.0619655147954,52.07,28.198,28.648,64.997,62.228,50.731,27.131,2.571,3.785,3746653.0,3650327,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),33.9161,36.86247684461,7.87146286179526,55.2660602935947,2.1842,9.725,2.7663,1.801,23.2063,37.3797,5.5329,4.0902,13.3144,0.0294,7.964,9,99.97,ISCO-08,3991.969,16.4765,11.9092,83.5235,601446,434725,65742,354994,5.102,19.4026,16.9638,Y15-24,proxy_youth_15_24_x_isco,417492,21300,14.2974,-11.3745,25.19,4,5214.768271628,1538799.0,79.072,75209663.5660582,0.261104188296789,196376,0.2553,4859791085,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
POL,Poland,Europe & Central Asia,High income,country,Warsaw,52.26,21.02,,36435861.0,14.4603840660905,64.7857886031795,20.75382733073,54.3548387096774,58.312,32.03,30.468,89.571,61.865,56.577,28.603,2.976,10.699,18174157.0,17633294,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),48.3954,6.22256646634498,30.0253374100149,63.7521015412052,7.4598,24.4894,13.6386,7.9381,12.3257,6.2261,14.2427,9.0765,4.6031,0.7289,158.977,9,99.27,ISCO-08,17006.409,53.5259,31.9492,46.4741,9438379,5633696,1399749,4318288,39.0328,56.4568,42.9056,Y15-24,proxy_youth_15_24_x_isco,1259756,491718,12.0878,-14.4931,47.36,4,54262.4040405236,4404280.0,82.011,130947000000.0,16.8862211429051,22112000000,0.4558,436120800174,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
PRI,Puerto Rico (US),Latin America & Caribbean,High income,country,San Juan,18.23,-66.0,,3184835.0,11.2396433147636,63.487486977595,25.2728697076413,57.5113305228757,42.779,21.679,31.856,70.094,37.522,40.216,18.647,5.991,13.984,1209307.0,1136857,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),35.6959,1.13900561709703,14.7196170641295,84.1413773187735,7.2612,17.3941,11.502,16.8975,22.538,0.85,12.4579,7.9885,3.1109,-0.0,0.619,9,100.0,ISCO-08,1028.644,53.0548,24.6553,46.9453,603157,280296,192100,197746,43.9579,54.2771,52.561,Y15-24,proxy_youth_15_24_x_isco,,,,-9.0969,66.03,3,52195.5534213472,,64.881,,,,0.493,29254067976,2025,2025,2025,2020,2020,2020,,2020,2020,,,,,,,,,partial — ISCO data 2020 (>5yr old)
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,country,Pyongyang,39.0319,125.754,,26571036.0,18.9282698851435,68.3616500997242,12.7100800151323,46.2808430931296,82.152,78.492,,,,79.24,72.292,3.545,7.899,17696854.0,17069501,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),64.241,54.0792644304348,22.4058715555913,23.5148640139739,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,15.1419,,,2,,4023348.0,,,,,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
PRT,Portugal,Europe & Central Asia,High income,country,Lisbon,38.7072,-9.13552,,10804871.0,12.7139902880698,62.3433903356215,24.9426193763087,60.4019255586633,58.161,34.732,34.657,92.293,73.232,54.576,27.709,6.164,20.221,5485246.0,5147135,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.6372,2.77622589812165,24.5509064130881,72.6728676887903,6.073,23.5946,11.8007,9.2465,18.741,2.0057,12.6375,7.4707,8.4303,-0.0,22.746,9,100.0,ISCO-08,5252.587,50.7148,29.6676,49.2852,2610359,1527031,475930,1214446,39.4806,53.6407,44.9685,Y15-24,proxy_youth_15_24_x_isco,318316,125673,10.6321,-11.2342,54.95,4,53145.7317498942,1148782.0,83.391,62690008146.2676,8.46870124273546,5309029499,0.46,125832197756,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
PRY,Paraguay,Latin America & Caribbean,Upper middle income,country,Asuncion,-25.3005,-57.6362,,7013078.0,28.3712036548862,64.9102123853615,6.71858395975233,54.0589789034059,70.247,56.342,56.739,85.873,70.653,66.873,49.757,4.803,11.687,3528777.0,3359290,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.9004,15.9653736870385,18.9507917583898,65.0838345545717,4.0386,8.24,8.5977,5.2616,22.2576,10.3897,14.5753,6.1615,20.4781,0.0178,8.736,9,99.98,ISCO-08,3174.995,26.1379,12.2786,73.8622,878048,412474,176752,276805,20.4332,30.023,18.8672,Y15-24,proxy_youth_15_24_x_isco,678440,138627,19.4423,-5.7047,60.7,4,20181.4242826808,1363506.0,86.777,3723398525.98581,13.9477721549719,519331143,0.3217,21809734106,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,country,,31.95,35.23,,5413596.0,37.5908894034535,58.5574375946285,3.85167300191802,70.7725051521058,44.991,30.809,32.164,57.598,38.218,34.004,19.689,24.42,36.092,1391230.0,1051492,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),19.4232,6.34335105421142,29.8801128349788,63.7764456981664,4.1862,17.7638,4.7018,1.8624,19.5479,4.3264,20.5716,10.9146,16.1252,0.0,33.158,9,100.0,ISCO-08,686.733,28.5142,21.95,71.4857,299825,230802,19583,186785,12.0006,32.6283,29.0915,Y15-24,proxy_youth_15_24_x_isco,207326,24880,19.4511,-16.5136,58.62,4,4999.71301859773,1053004.0,67.568,606762860.700782,17.6982188745939,107386219,0.3341,1756416568,2025,2022,2022,2025,2025,2025,,2025,2025,,,,,,,,,complete
PYF,French Polynesia,East Asia & Pacific,High income,country,Papeete,-17.535,-149.57,,282465.0,18.4527286566477,69.5985343316871,11.9487370116652,43.680821193131,52.369,37.675,,,,46.262,23.899,11.662,36.566,120628.0,106560,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),37.725,1.91815016750969,14.3335741969388,83.7482756355515,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,1,,,,1023771808.71154,1.51594215939767,15519788,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,country,Doha,25.2948,51.5082,,2972215.0,15.0002960632256,83.2988889044008,1.70081503237359,20.049623922883,87.013,59.697,59.017,94.19,78.372,86.9,59.363,0.13,0.559,2198274.0,2195416,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),73.8646,1.62035055673617,38.0200378963815,60.35965499607,2.7712,15.1422,9.7746,8.7753,10.1313,1.4339,25.0358,13.4368,13.499,0.0,,9,100.0,ISCO-08,2240.506,36.4633,17.9134,63.5368,800521,393274,192654,332434,38.1064,35.4046,50.1077,Y15-24,proxy_youth_15_24_x_isco,76803,29267,4.3529,1.6431,43.69,4,128882.934242572,129378.0,88.015,24350549450.5494,2.37375332821878,578021978,0.371,104975064362,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
ROU,Romania,Europe & Central Asia,High income,country,Bucharest,44.4479,26.0979,,19020271.0,15.5552851325905,64.3063104900056,20.1384043774039,55.5057277535752,51.331,25.232,23.84,81.697,59.232,48.255,19.039,5.992,24.544,8244587.0,7750571,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),40.749,10.9455166058844,32.5712709763663,56.4832124177493,2.7475,18.4535,7.4094,5.0811,18.503,7.0856,17.089,13.9563,9.6747,-0.0,41.182,9,100.0,ISCO-08,7653.162,33.6915,21.201,66.3086,2611284,1643199,393814,1430252,17.8369,35.177,26.1425,Y15-24,proxy_youth_15_24_x_isco,427842,76314,11.8147,-15.8546,44.52,4,50895.081617639,2247187.0,82.148,50061495301.2742,26.0080961085331,13020041811,0.3662,144453428557,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
RUS,Russian Federation,Europe & Central Asia,High income,country,Moscow,55.7558,37.6176,,143513328.0,17.027484657309,65.1807279594291,17.7917873832619,53.4195812682232,61.113,28.996,28.767,93.153,64.709,59.809,26.789,2.133,7.613,72771294.0,71219082,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.6254,5.10897725869351,25.8324630811929,69.0585484649102,4.7263,28.2228,14.8653,3.6144,15.2745,2.0777,12.5418,12.1049,6.5721,0.0,,9,100.0,ISCO-08,73457.369,51.4288,32.9491,48.571,36627119,23466047,2574142,20100019,40.0477,53.9755,45.0883,Y15-24,proxy_youth_15_24_x_isco,3927799,1572993,10.2165,-11.3811,41.4,4,49568.140625,14661984.0,80.549,46269590000.0,5.8311085099306,2698030000,0.4501,1588941882039,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
RWA,Rwanda,Sub-Saharan Africa,Low income,country,Kigali,-1.95325,30.0587,,14569341.0,37.01944504626,58.9563885887628,4.02416636497719,69.6169080663881,63.681,48.965,57.694,90.33,82.966,56.446,40.931,11.363,16.408,5843274.0,5179303,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),35.5493,35.0513644642127,18.4074129636505,46.5412225721368,0.8035,4.367,1.2739,0.7168,15.2454,30.6091,6.2846,2.4813,38.2184,0.0,,9,100.0,ISCO-08,6416.811,7.1612,5.1705,92.8388,370900,267796,37125,226180,3.3476,9.4516,4.8442,Y15-24,proxy_youth_15_24_x_isco,952715,31893,15.9761,-3.8136,51.5,4,4164.436605809,2327612.0,76.487,1081012493.16779,3.18700596231297,34451933,0.1866,4024752822,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,country,Riyadh,24.6748,46.6977,,36973555.0,23.6210800290965,73.322138816712,3.05678115419144,36.3844574144974,65.098,31.48,34.63,79.439,53.324,63.12,28.329,3.038,10.01,18383677.0,17825181,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),48.2106,2.49866168091677,23.0708867758353,74.4304575440061,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,14.3293,,,2,73783.5613906833,5298036.0,78.193,69411317973.8731,3.61537453132281,2509479112,,,2025,2025,2025,,,2025,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
SDN,Sudan,Sub-Saharan Africa,Low income,country,Khartoum,15.5932,32.5363,,51662147.0,40.2133389828597,56.3996454076943,3.38701560944597,77.3060775636206,37.523,26.533,25.574,44.479,49.012,34.698,23.349,7.53,12.0,10949089.0,10124623,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),19.5978,39.7749624655953,13.980784241644,46.2442434159355,1.4207,6.5762,1.8037,0.6547,21.4567,34.788,9.051,4.2891,19.9599,9.0717,267.604,9,90.93,ISCO-08,7968.742,10.4553,7.9969,89.5447,1058560,809656,66286,665815,1.0317,13.6164,13.9512,Y15-24,proxy_youth_15_24_x_isco,2190484,22599,18.1593,-9.4236,41.47,4,2192.27221679688,9381489.0,36.338,1550710670.15218,0.0588545658356921,912664,0.2188,4856469420,2025,2022,2022,2022,2022,2022,,2022,2022,,,,,,,,,complete
SEN,Senegal,Sub-Saharan Africa,Lower middle income,country,Dakar,14.7247,-17.4734,,18931966.0,37.7428065911695,58.6110270161317,3.64616639269883,70.6163540376813,52.019,31.59,24.671,59.5,52.352,50.596,30.447,2.735,3.616,6131225.0,5963536,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),31.4998,29.5764060033702,22.4987033658158,47.9248738621857,1.0914,10.171,3.2262,5.1774,12.1191,10.4001,27.542,8.708,21.5648,66.7689,33.882,9,33.23,ISCO-08,1517.238,19.666,11.2624,80.334,1172789,671637,308756,606551,3.0861,27.2079,30.3992,Y15-24,proxy_youth_15_24_x_isco,916386,28281,15.8978,-16.5799,24.53,4,5463.21828561328,3009775.0,59.627,1480427185.41815,8.67023419984248,128356504,0.2748,8953011184,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,partial — only 33% of employment classified by occupation
SGP,Singapore,East Asia & Pacific,High income,country,Singapore,1.28941,103.85,,6111175.0,11.6891623727803,74.0997998552144,14.2110377720053,34.9531221844161,69.673,33.128,33.747,90.324,73.055,67.709,30.882,2.818,6.781,3760133.0,3654172,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),59.7949,0.0954026681981231,13.9978418315489,85.906755500253,17.899,27.544,19.5217,8.7134,10.8536,0.1048,2.2781,5.6876,7.3978,4.6116,,9,95.39,ISCO-08,2266.852,73.6781,45.443,26.3219,2692325,1660565,318403,1006505,59.1855,84.3299,60.6603,Y15-24,proxy_youth_15_24_x_isco,209722,124125,11.1125,-14.4926,44.43,4,163353.990260152,679106.0,85.141,422347393781.789,7.95533342110377,33599143371,0.547,326517196781,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,country,Honiara,-9.42676,159.949,,838645.0,36.5575800502119,59.7737065303516,3.66871341943646,67.2975070268847,84.296,70.832,,,,83.089,68.878,1.431,2.759,448502.0,442084,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),52.7141,42.4665559783027,7.57868449744618,49.9547595242512,2.6888,8.9446,3.9228,1.2304,21.8817,47.914,6.8887,3.4088,3.1202,11.7957,,9,88.2,ISCO-08,363.057,16.7866,11.6334,83.2134,74211,51429,5439,39543,7.4127,19.4692,14.4875,Y15-24,proxy_youth_15_24_x_isco,82709,6131,14.3183,-9.3739,27.21,4,2787.61656406214,120080.0,94.794,132632605.966532,1.91641657681291,2541793,0.2473,304762796,2025,2025,2025,2013,2013,,,2013,2013,,,,,,,,,partial — ISCO data 2013 (>5yr old); only 88% of employment classified by occupation
SLE,Sierra Leone,Sub-Saharan Africa,Low income,country,Freetown,8.4821,-13.2134,,8819794.0,37.6507206404141,59.0656312380992,3.28364812148674,69.3031935896705,53.372,30.94,42.743,82.083,75.602,51.691,29.789,3.15,3.72,2934968.0,2842517,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),32.2288,44.4935124877838,11.4695388416971,44.0369486705191,0.8288,3.9275,1.0851,0.4598,20.9562,55.9647,6.1775,3.4369,7.1636,1.1598,13.553,9,98.84,ISCO-08,3157.35,6.3012,4.7563,93.6989,179113,135199,13070,111640,2.1478,7.546,8.2953,Y15-24,proxy_youth_15_24_x_isco,393766,8457,14.9873,-4.1534,32.06,4,3716.89410482498,1321852.0,73.469,49597717.8676356,3.16353117936819,1569039,0.1849,1953530382,2025,2025,2025,2018,2018,2018,,2018,2018,,,,,,,,,partial — ISCO data 2018 (>5yr old)
SLV,El Salvador,Latin America & Caribbean,Upper middle income,country,San Salvador,13.7034,-89.2073,,6365503.0,24.3842866777378,67.3065820564376,8.30913126582456,48.5738966604908,62.107,42.744,44.777,77.329,60.092,60.056,39.406,3.303,7.809,2989409.0,2890669,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),45.4115,13.8525526754496,23.1365844562841,63.0108282742462,1.5344,7.1369,5.216,5.687,28.029,7.621,14.0876,7.5493,23.1387,-0.0,15.472,9,100.0,ISCO-08,2975.466,19.5743,8.6713,80.4256,565828,250659,164392,206304,13.7735,22.8835,14.3139,Y15-24,proxy_youth_15_24_x_isco,556261,76617,22.176,-5.8008,53.16,4,14101.1774819291,1411616.0,77.327,6213512531.67326,7.32702501426194,455265617,0.3058,12464969635,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
SMR,San Marino,Europe & Central Asia,High income,country,San Marino,43.9322,12.4486,,34109.0,11.8504728572492,65.0011169856281,23.1484101571226,53.8451129854314,,,27.895,84.306,57.489,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,78810.3378046111,,77.175,1245438810.927,,,,,2025,,,,,2022,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,country,Mogadishu,2.07515,45.3254,,19654739.0,46.5538794486154,50.8286500268459,2.61747052453864,96.7394370384369,33.846,15.837,15.264,43.889,36.719,27.433,10.416,18.948,34.23,3555419.0,2881738,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),14.6618,30.0285519563712,17.7520088390305,52.2194392045983,11.1354,20.9022,3.2481,1.572,5.5454,6.3502,6.742,5.5019,39.0027,0.0,23.866,9,100.0,ISCO-08,1012.339,36.8577,32.0376,63.1422,1062142,923240,45301,602347,40.7465,36.4538,32.1297,Y15-24,proxy_youth_15_24_x_isco,218183,88902,10.6574,3.8888,71.97,4,1642.77032278186,2094687.0,41.45,,,,0.3324,1573592790,2025,2025,2025,2019,2019,2022,,2019,2019,,,,,,,,,partial — ISCO data 2019 (>5yr old)
SRB,Serbia,Europe & Central Asia,Upper middle income,country,Belgrade,44.8024,20.4656,,6549143.0,14.2579001258626,62.6916885968224,23.050411277315,59.5107663170447,59.142,32.095,31.431,87.591,68.352,54.929,25.379,7.123,20.926,3321043.0,3084485,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.0975,18.0274369688682,27.0678667880501,54.9047279856067,3.7574,17.7102,11.5026,7.5102,14.2501,16.3281,10.7883,11.4096,6.7433,-0.0,20.314,9,100.0,ISCO-08,3046.231,40.4804,21.4676,59.5194,1248612,662165,231651,546268,28.1203,47.0672,34.9089,Y15-24,proxy_youth_15_24_x_isco,,,,-12.3601,59.18,3,33909.7605745332,,75.143,17233831625.0305,29.8640218665001,5146715245,0.3875,40530232290,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
SSD,South Sudan,Sub-Saharan Africa,Low income,country,Juba,4.85,31.6,,12188788.0,37.9863157846375,58.9383948592756,3.07528935608692,69.6686858180737,73.408,62.744,,,,64.325,51.121,12.374,18.524,5070344.0,4442940,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),36.451,63.7605031614144,1.67202046929201,34.5674763692935,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,1,1154.88686304107,,,484473000.0,7.3564471085076,35640000,,,2025,2023,2023,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,country,Sao Tome,0.20618,6.6071,,240254.0,37.4553597442706,58.6000649312811,3.94457532444829,70.6482750783087,23.342,21.242,32.033,78.462,67.521,21.21,19.374,9.132,8.794,35075.0,31872,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),13.266,12.0607429718875,22.5150602409639,65.4241967871486,0.9161,7.6884,5.2105,1.9764,28.8738,27.0257,12.1525,5.8206,10.336,3.4527,0.412,9,96.55,ISCO-08,50.648,15.7914,8.6045,84.2086,5033,2742,630,2450,8.3432,17.2177,19.957,Y15-24,proxy_youth_15_24_x_isco,7416,619,15.9327,-7.4482,41.98,4,6388.47738664299,38279.0,39.433,88226573.6686897,0.55940196327957,493541,0.2717,55321802,2025,2025,2025,2017,2017,2017,,2017,2017,,,,,,,,,partial — ISCO data 2017 (>5yr old)
SUR,Suriname,Latin America & Caribbean,Upper middle income,country,Paramaribo,5.8232,-55.1679,,639850.0,25.3373446901618,66.4713604751114,8.19129483472689,50.4407300907323,53.823,35.106,37.583,74.704,48.337,49.606,26.176,7.834,25.438,257128.0,236985,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),37.0376,6.97515444080613,26.1034500219424,66.9213955372514,7.4571,12.3042,10.2635,7.9091,19.0635,5.5826,14.3017,9.9001,13.2183,1.2658,1.847,9,98.73,ISCO-08,185.433,37.9339,19.7613,62.0662,89898,46831,18743,29159,28.8599,39.9711,36.9372,Y15-24,proxy_youth_15_24_x_isco,20690,5971,12.3532,-9.074,57.18,4,22652.3952637959,79042.0,81.635,218434340.660169,8.33241788883466,18200862,0.3843,2063029194,2025,2025,2025,2016,2016,2016,,2016,2016,,,,,,,,,partial — ISCO data 2016 (>5yr old)
SVK,Slovak Republic,Europe & Central Asia,High income,country,Bratislava,48.1484,17.1073,,5413813.0,15.5700735778549,65.3936222540727,19.0363041680723,52.9201296617676,60.422,26.817,25.679,90.266,69.507,57.184,21.875,5.359,18.427,2761816.0,2613810,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),48.2804,2.16304803036499,34.5282254388159,63.3086886994208,5.652,19.4585,16.2076,9.9285,17.0046,0.9248,13.2934,11.4082,6.1224,0.0643,15.072,9,99.94,ISCO-08,2593.901,51.2466,25.1105,48.7534,1339489,656341,259512,508608,30.2533,51.5089,48.949,Y15-24,proxy_youth_15_24_x_isco,141521,42815,11.95,-20.9933,46.14,4,49308.7048471448,646952.0,80.375,14702096201.8483,16.1838692552876,2379368027,0.4603,59325114551,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
SVN,Slovenia,Europe & Central Asia,High income,country,Ljubljana,46.0546,14.5044,,2130986.0,14.4822660731425,63.3065856994944,22.2111482273631,57.9614307507335,57.565,36.693,35.386,92.602,59.313,55.737,33.194,3.175,9.536,1049047.0,1015740,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.6653,3.65722292857291,31.9684193523133,64.3742586208093,3.6445,23.7383,15.1231,8.1275,13.4149,2.718,13.7083,8.9419,10.5834,-0.0,11.222,9,100.0,ISCO-08,985.381,50.6334,27.3828,49.3665,514304,278138,82554,241119,31.5288,52.3195,48.2208,Y15-24,proxy_youth_15_24_x_isco,65330,20598,9.2357,-19.1046,34.03,4,59244.7106359661,196812.0,79.703,15278840902.4398,9.0619602465748,1384562489,0.4475,26929307016,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
SWE,Sweden,Europe & Central Asia,High income,country,Stockholm,59.3327,18.0645,,10596620.0,16.7064916282657,62.3807116187636,20.9127967529707,60.3059613354841,64.595,56.886,57.243,92.073,83.739,58.979,43.056,8.694,24.312,5701347.0,5205672,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.1258,1.76684695457337,16.8219600412214,81.4112121058729,6.3582,33.5043,18.2775,5.5792,16.3668,1.5228,8.5338,5.5248,4.3327,0.1591,22.71,9,99.84,ISCO-08,5297.757,63.7192,39.8625,36.2809,3317013,2075111,290435,1744124,30.5263,69.5644,64.1743,Y15-24,proxy_youth_15_24_x_isco,488604,149153,10.7092,-33.1929,45.77,4,72528.8892631159,1134811.0,78.205,131877661684.764,20.6583848645869,27243794901,0.5167,195086082868,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,country,Mbabane,-26.5225,31.4659,,1256174.0,32.9958668146292,62.6582782321557,4.34585495321508,59.5959583126349,51.191,27.568,27.355,69.973,46.035,33.683,12.591,34.202,54.329,430869.0,283503,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),22.5688,14.5468333891818,26.7332145817534,58.7199520290647,3.971,11.3277,5.197,3.3902,25.3976,7.969,10.6952,10.5973,21.455,2.1931,0.91,9,97.81,ISCO-08,218.509,23.8859,15.2987,76.1141,67717,43372,9611,32114,8.4956,26.3597,26.4337,Y15-24,proxy_youth_15_24_x_isco,36375,3090,22.9981,-15.3903,60.81,4,12529.2796629252,288896.0,73.05,233655121.983856,2.56154253680203,5985175,0.3183,1130629729,2025,2025,2025,2023,2023,2023,,2023,2023,,,,,,,,,complete
