iso3,country_name,region,income_group,row_type,capital,lat,lon,member_count,population_total,pop_0_14_pct,pop_15_64_pct,pop_65plus_pct,age_dependency_ratio,lfp_rate_total,lfp_rate_15_24,lfp_rate_15_24_ilo,lfp_rate_25_54,lfp_rate_55_64,emp_to_pop_ratio_15plus,youth_employment_rate_15_24,unemployment_rate_total,unemployment_rate_15_24,labor_force_total,employed_total,employed_total_source,employed_share_of_population_pct,emp_agriculture_pct,emp_industry_pct,emp_services_pct,isco1_managers_pct,isco2_professionals_pct,isco3_technicians_pct,isco4_clerical_pct,isco5_service_sales_pct,isco6_agricultural_pct,isco7_craft_pct,isco8_operators_pct,isco9_elementary_pct,isco_unclassified_pct,isco_armed_forces_thousands,isco_groups_reported,isco_classified_share_pct,isco_classification,isco_source_employed_thousands,white_collar_pct,professional_core_pct,blue_collar_service_pct,white_collar_employed,professional_core_employed,clerical_employed,professionals_employed,young_white_collar_pct,prime_white_collar_pct,late_career_white_collar_pct,youth_age_band_used,entry_level_data_quality,young_employed_total,young_white_collar_employed,youth_cohort_share,youth_wc_gap,entry_level_squeeze_index,squeeze_components_present,gdp_per_capita_ppp,population_15_24,labor_force_advanced_edu_pct,service_exports_usd,ict_service_exports_pct,ict_service_exports_usd,ai_exposure_weighted_score,exposed_wage_bill_ppp,data_year_population,data_year_labor,data_year_sector,data_year_occupation,data_year_youth_occupation,data_year_lfp_age,data_year_context,prime_white_collar_year,late_career_white_collar_year,data_source_override,data_year_population_range,data_year_labor_range,data_year_sector_range,data_year_occupation_range,data_year_youth_occupation_range,isco_coverage_pct_of_employment,youth_isco_coverage_pct_of_employment,data_quality_flag
DZA,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,country,Algiers,36.7397,3.05097,,47435312.0,29.9254996986791,63.2685694495755,6.80593085174533,58.0563649914135,40.784,24.461,,,,36.039,17.259,11.633,29.444,13556625.0,11979583,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),25.2546,9.48460293195362,32.2610561807939,58.2543408872525,2.6966,10.4307,4.0794,7.3291,27.6077,6.213,18.7278,7.9119,15.004,0.166,98.0,9,99.83,ISCO-08,10124.0,24.5358,13.1273,75.4644,2939287,1572596,877996,1249554,,,,,proxy_unavailable,,,13.635,,,2,18586.2607480579,6467818.0,,4219598821.45368,1.7241173505147,72750835,0.3374,75124017420,2025,2025,2025,2014,,,,,,,,,,,,,,partial — ISCO data 2014 (>5yr old); no youth x ISCO cross-tab
ECU,Ecuador,Latin America & Caribbean,Upper middle income,country,Quito,-0.229498,-78.5243,,18289896.0,23.8989740564955,67.5045937932069,8.59643215029763,48.1380745343627,64.497,44.719,42.798,80.162,69.775,62.364,41.07,3.308,8.16,8977208.0,8680242,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),47.4592,32.4812231898717,16.5904803487916,50.9282964613367,0.9777,7.5307,4.557,2.8912,19.0089,21.5207,10.8449,6.5851,26.0837,0.0277,31.337,9,99.97,ISCO-08,8295.91,15.9566,8.5084,84.0433,1385071,738550,250963,653683,8.2662,19.902,12.8982,Y15-24,proxy_youth_15_24_x_isco,1107926,91583,14.7494,-7.6904,36.07,4,16756.6539631307,2697654.0,77.189,4138417131.96621,3.05394318163029,126384908,0.2541,36959305305,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,country,Cairo,30.0982,31.2461,,118365995.0,31.5562617099458,63.1725431918709,5.27119509818337,58.2966196543545,44.568,23.14,28.709,62.476,41.201,41.546,18.907,6.781,18.293,36106369.0,33657996,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),28.4355,17.5246443528294,29.3573117863816,53.1180498028743,3.6578,11.996,6.6762,4.6875,18.2547,17.17,19.2701,12.6378,5.65,8.4161,,9,91.58,ISCO-08,29927.558,27.0175,15.6538,72.9826,9093549,5268755,1577719,4037613,12.7761,29.3558,31.6454,Y15-24,proxy_youth_15_24_x_isco,2907470,371461,12.9917,-14.2414,40.92,4,20204.0130500153,15377746.0,66.735,34068400000.0,6.05076845405126,2061400000,0.3214,218560546161,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
ERI,Eritrea,Sub-Saharan Africa,Low income,country,Asmara,15.3315,38.9183,,3607003.0,37.590556481378,58.1513378281083,4.2581056905137,71.9650482641175,78.348,68.495,,,,73.664,61.481,5.978,10.241,1763700.0,1658266,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),45.9735,55.4760411515685,12.7416689783267,31.7822898701048,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,32.39,,,2,1742.32363018235,1168307.0,,,,,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
ESP,Spain,Europe & Central Asia,High income,country,Madrid,40.4167,-3.70327,,49355143.0,12.6191319691698,65.7387870333902,21.64208099744,52.1171983566767,57.41,33.759,33.744,87.889,69.39,51.453,25.406,10.376,24.745,24759183.0,22190170,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),44.9602,3.37439783451485,19.851444753623,76.774166700687,4.2586,20.3824,12.345,9.8483,20.7194,1.9802,10.9261,7.433,12.107,0.0014,95.605,9,100.0,ISCO-08,22125.194,46.8343,24.641,53.1657,10392611,5467880,2185355,4522889,34.1024,48.0299,44.2769,Y15-24,proxy_youth_15_24_x_isco,1088836,371319,8.6835,-12.7319,50.55,4,59867.6944716701,4285743.0,78.312,255514531631.267,10.4279078853518,26644819992,0.4447,590772529141,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
EST,Estonia,Europe & Central Asia,High income,country,Tallinn,59.4392,24.7586,,1366475.0,15.2537657190128,62.9446033125234,21.8016309684638,58.8699045019195,65.128,43.831,43.086,91.874,81.106,59.714,35.198,8.313,19.695,754206.0,691509,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),50.6053,2.95684105766531,25.9973862665802,71.0457726757545,7.4271,24.5183,13.6336,6.7055,13.5215,1.1547,13.8235,9.9177,9.2982,0.0,2.396,9,100.0,ISCO-08,696.373,52.2845,31.9454,47.7156,361552,220905,46369,169546,41.1903,56.9882,47.286,Y15-24,proxy_youth_15_24_x_isco,48653,20040,10.1157,-11.0942,54.03,4,52105.5093433416,138228.0,77.963,15628719414.6559,25.0035882321197,3907740648,0.452,16286205755,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
ETH,Ethiopia,Sub-Saharan Africa,Low income,country,Addis Ababa,9.02274,38.7468,,135472051.0,38.7797271142655,57.9245410476754,3.2957318380591,72.6383993060212,68.461,53.849,54.236,79.71,68.428,66.185,50.966,3.323,5.353,56779061.0,54892293,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),40.5193,60.1432419652977,6.44818568769962,33.4085850993779,0.5343,2.6298,1.2973,0.5469,12.06,51.4561,2.7979,1.7022,26.9755,1.3038,69.925,9,98.7,ISCO-08,36491.524,5.0083,3.1641,94.9917,2749171,1736847,300206,1443558,1.7217,6.8571,2.8773,Y15-24,proxy_youth_15_24_x_isco,10740692,184922,15.5561,-3.2866,37.33,4,3621.67487597821,21074230.0,91.613,7608411739.23082,0.559793640362197,42591405,0.157,31211920036,2025,2025,2025,2021,2021,2021,,2021,2021,,,,,,,,,complete
FIN,Finland,Europe & Central Asia,High income,country,Helsinki,60.1608,24.9525,,5646436.0,14.3301135030412,61.4679968513316,24.2018896456272,62.6862889328563,59.681,53.253,53.976,87.36,79.095,54.035,41.815,9.461,21.479,2886946.0,2613812,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),46.2914,3.4933781512605,20.8400288115246,75.6665546218487,3.6426,26.9234,18.4759,4.9041,18.7992,2.7596,9.5553,7.6657,7.2743,1.6307,8.253,9,98.37,ISCO-08,2562.27,53.946,30.566,46.0541,1410047,798938,128184,703727,26.7124,58.2243,53.1644,Y15-24,proxy_youth_15_24_x_isco,267361,71419,11.3238,-27.2336,43.71,4,65884.4876972259,639391.0,73.177,43648599529.8831,32.7831016497507,14309364753,0.4696,80869658476,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
FJI,Fiji,East Asia & Pacific,Upper middle income,country,Suva,-18.1149,178.399,,933154.0,26.8285155352088,66.5366238923994,6.63486057239182,50.293047549562,57.16,38.945,32.417,70.916,47.55,54.103,33.022,5.347,15.208,390290.0,369421,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),39.5884,35.6391099561475,12.6501001570029,51.7107898868497,5.3065,10.3404,7.4338,6.2597,16.7596,24.1054,10.477,8.2732,11.0443,0.0,,9,100.0,ISCO-08,319.041,29.3404,15.6469,70.6595,108390,57803,23125,38200,23.875,32.1579,19.7466,Y15-24,proxy_youth_15_24_x_isco,55762,13313,18.0958,-5.4654,64.31,4,16337.5722970567,168862.0,79.897,2117923273.00898,0.474598239547192,10051627,0.3227,1947637229,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
FRA,France,Europe & Central Asia,High income,country,Paris,48.8566,2.35097,,68720337.0,16.2248746749936,61.2332346265978,22.5418906984086,63.3100081428841,55.346,42.506,43.0,88.782,65.153,51.172,34.476,7.542,18.89,31862995.0,29459888,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),42.8692,2.33412938549967,19.3392093582674,78.3266612562329,7.5533,25.9315,17.9113,7.9009,14.2654,2.4501,9.3596,6.2271,8.4009,1.0229,204.909,9,98.98,ISCO-08,28877.445,59.297,33.4848,40.7031,17468830,9864585,2327596,7639391,41.2635,61.5165,55.8552,Y15-24,proxy_youth_15_24_x_isco,2609100,1076606,11.0126,-18.0335,50.83,4,63975.353585864,7567872.0,77.4,428815361215.848,6.83711056149807,29318580351,0.4885,920679248059,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
FRO,Faroe Islands,Europe & Central Asia,High income,country,Torshavn,61.8926,-6.91181,,54900.0,19.8700034820496,62.3483299554476,17.7816665625028,60.3903123082766,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,82089.2832575392,,,206807177.135329,4.41181410445902,9123948,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Upper middle income,country,Palikir,6.91771,158.185,,113683.0,31.4941547988705,62.3228626971491,6.18298250398037,60.4536280363015,,,,,,,,,,,30192,ILOSTAT survey total (ISCO base),26.5581,,,,4.4349,11.2745,5.889,4.531,15.0106,37.4801,4.5078,3.4115,13.4605,15.1576,,9,84.84,ISCO-08,30.192,26.1294,15.7094,73.8705,7889,4743,1368,3404,9.5513,26.8239,41.5005,Y15-24,proxy_youth_15_24_x_isco,,,22.2619,-16.5781,47.73,3,4604.39540764468,25308.0,82.007,38100400.0,4.02987895140209,1535400,0.2899,40300711,2025,,,2014,2014,,,2014,2014,,,,,,,,,partial — ISCO data 2014 (>5yr old); only 85% of employment classified by occupation; no labor force data
GAB,Gabon,Sub-Saharan Africa,Upper middle income,country,Libreville,0.38832,9.45162,,2593130.0,36.2428486506362,59.6270645179888,4.13008683137499,67.7091100997473,51.058,17.795,14.122,69.543,53.694,40.768,11.339,20.154,36.281,844145.0,674016,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),25.9924,28.8656979487195,18.8518704248254,52.2824316264551,2.8139,10.3743,4.0267,6.5226,29.3465,13.7211,12.1641,5.2583,15.7725,0.9215,30.634,9,99.08,ISCO-08,480.514,23.7375,13.1882,76.2625,159995,88891,43963,69924,,25.5379,25.3899,,proxy_unavailable,,,11.5636,,,2,22218.341068445,299860.0,,277335593.18186,0.768761811863683,2132050,0.3288,4923950112,2025,2025,2025,2024,,2024,,2024,2024,,,,,,,,,partial — no youth x ISCO cross-tab
GBR,United Kingdom,Europe & Central Asia,High income,country,London,51.5002,-0.126236,,69487000.0,16.9647729892849,63.3325337560216,19.7026932546935,57.8967293083298,61.369,52.445,54.525,87.434,68.627,58.457,44.763,4.746,14.647,35409108.0,33728592,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),48.5394,0.851258697821586,15.9140950992435,83.2346343545551,16.2884,25.1518,14.1431,8.8633,14.9316,1.038,6.1251,4.332,9.1267,0.1019,30.197,9,99.9,ISCO-08,34055.472,64.4466,41.4402,35.5534,21736931,13977196,2989466,8483348,39.9701,69.8089,61.5437,Y15-24,proxy_youth_15_24_x_isco,3460861,1383310,11.1266,-24.4765,46.72,4,64606.4955066338,7731522.0,86.208,719635084495.874,9.02710007186112,64962179230,0.5097,1110680199183,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
GEO,Georgia,Europe & Central Asia,Upper middle income,country,Tbilisi,41.71,44.793,,3935766.0,20.4880721239109,63.5205931902179,15.9913346858712,57.4292946222073,64.312,39.038,35.078,81.82,76.762,56.532,27.226,12.097,30.258,2012582.0,1769120,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),44.9498,33.9512428320628,16.5719318423556,49.4768253255816,4.7451,13.734,8.2507,3.712,13.7738,31.3152,9.6163,5.9547,8.8982,2.436,10.084,9,97.56,ISCO-08,1734.406,30.4418,18.4791,69.5582,538552,326917,65670,242971,34.3655,36.3855,24.3656,Y15-24,proxy_youth_15_24_x_isco,155747,53523,14.5348,3.9237,77.03,4,29414.3813424216,572054.0,75.113,8493772950.42,15.2146799094282,1292300367,0.314,16339797081,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
GHA,Ghana,Sub-Saharan Africa,Lower middle income,country,Accra,5.57045,-0.20795,,35064272.0,35.4296770309437,60.7826271028438,3.78769586621254,64.5206917510292,58.524,30.932,34.93,85.559,79.805,56.781,29.13,2.979,5.826,13250486.0,12855754,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),36.6634,34.5735834374172,18.2555979894244,47.1708185731584,1.9044,5.8322,1.4514,1.5479,28.9146,36.2388,13.2459,4.7572,6.1076,4.2924,15.659,9,95.71,ISCO-08,12073.451,10.7359,7.7366,89.2641,1380181,994598,198994,749773,5.856,12.7188,8.7372,Y15-24,proxy_youth_15_24_x_isco,1597584,93555,15.6408,-4.8799,39.37,4,8610.2796922986,5484325.0,61.066,10059858835.321,0.609799047844674,61344923,0.2394,26499578040,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
GIB,Gibraltar,Europe & Central Asia,High income,country,,36.14,-5.35,,40126.0,17.587100633006,64.5778298360165,17.8350695309774,54.8510342698364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,,,,,,,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
GIN,Guinea,Sub-Saharan Africa,Lower middle income,country,Conakry,9.51667,-13.7,,15099727.0,40.5483688546157,55.9786047787486,3.47302636663564,78.6396897717819,52.61,25.942,26.491,66.827,63.896,49.894,24.122,5.163,7.017,4722818.0,4478979,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),29.6626,47.3583729943351,14.1515038732967,38.4901231323681,0.8061,5.4878,1.1862,1.1763,32.0054,39.7264,10.9298,3.2429,5.4391,-0.0,32.55,9,100.0,ISCO-08,3156.811,8.6564,6.2939,91.3436,387718,281902,52686,245797,1.5961,10.196,8.6928,Y15-24,proxy_youth_15_24_x_isco,546566,8724,15.0058,-7.0603,31.91,4,4934.65125959855,2265841.0,79.511,71200000.0,51.7696629213483,36860000,0.2328,5145392012,2025,2025,2025,2019,2014,2019,,2019,2019,,,,,,,,,partial — ISCO data 2019 (>5yr old)
GMB,"Gambia, The",Sub-Saharan Africa,Low income,country,Banjul,13.4495,-16.5885,,2822093.0,39.723265675511,57.0917755013743,3.18495882311462,75.1565774961628,47.457,30.73,30.711,67.106,56.633,44.362,27.392,6.521,10.863,807275.0,754633,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),26.7402,27.554119667543,18.8022114324485,53.6436689000085,2.5126,6.5753,3.042,0.9526,32.1269,23.2049,15.5571,5.668,10.3605,0.0,2.414,9,100.0,ISCO-08,681.155,13.0825,9.0879,86.9174,98725,68580,7189,49619,7.8912,14.8293,10.2237,Y15-24,proxy_youth_15_24_x_isco,111221,8777,14.3877,-5.1913,41.61,4,3705.64184038599,406035.0,56.417,484534593.547059,0.305249223942141,1479038,0.2638,737690219,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,country,Bissau,11.8037,-15.1804,,2249515.0,38.3251723149212,58.4375965485894,3.23723113648942,71.122646841574,64.814,44.971,45.008,77.444,74.064,63.081,43.692,2.673,2.844,899220.0,875184,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),38.9055,61.0725985308216,9.71294003654093,29.2144614326375,0.294,4.018,1.0397,1.388,16.3026,39.9915,6.3441,2.6294,27.9927,0.0067,7.313,9,99.99,ISCO-08,704.162,6.7397,4.312,93.2603,58985,37738,12148,35165,1.3581,8.4699,9.1019,Y15-24,proxy_youth_15_24_x_isco,183807,2496,18.7012,-5.3816,35.86,4,3293.09532269486,420687.0,80.986,51007944.2279055,29.3577489854338,14974784,0.1849,532893696,2025,2025,2025,2022,2022,2022,,2022,2022,,,,,,,,,complete
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,country,Malabo,3.7523,8.7741,,1938431.0,37.0865406093898,59.1493584244165,3.76410096619379,69.0634675597652,60.513,30.395,16.083,76.764,83.638,55.469,25.612,8.337,15.736,737977.0,676452,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),34.8969,55.3234642801179,9.92862823708198,34.7479074828001,1.2364,9.0457,5.622,3.1349,21.3957,33.4253,7.9083,6.3437,11.8879,0.0,10.192,9,100.0,ISCO-08,536.219,19.039,10.2821,80.9609,128790,69553,21206,61190,17.0725,21.956,12.5422,Y15-24,proxy_youth_15_24_x_isco,31067,5304,6.2576,-1.9665,45.74,4,16133.1056143137,121299.0,,,,,0.2708,2955313938,2025,2025,2025,2023,2023,2023,,2023,2023,,,,,,,,,complete
GRC,Greece,Europe & Central Asia,High income,country,Athens,37.9792,23.7166,,10413962.0,12.8514587384882,62.7486827065259,24.3998585549859,59.3658946559129,51.958,23.84,24.31,86.117,63.961,47.521,18.741,8.54,21.389,4715509.0,4312805,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),41.4137,10.6777890345794,16.3151872070903,73.0070237583302,3.0282,22.9106,7.022,11.5381,23.1308,8.3077,9.7509,7.1052,7.2065,0.0646,64.074,9,99.94,ISCO-08,4273.349,44.4989,25.9388,55.5011,1919151,1118690,497616,988090,28.407,45.6509,44.9526,Y15-24,proxy_youth_15_24_x_isco,208776,59307,10.6972,-16.0919,46.02,4,45263.6498511586,1114005.0,74.319,55792265241.7538,3.18525209187134,1777124296,0.4423,86342840554,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
GRD,Grenada,Latin America & Caribbean,Upper middle income,country,Saint George's,12.0653,-61.7449,,117303.0,19.0109417025067,68.3636890629862,12.6253692345071,46.2758594889828,,,43.331,88.205,59.254,,,,,,50180,ILOSTAT survey total (ISCO base),42.7781,,,,2.212,6.5185,5.6676,4.436,18.8222,5.7214,10.1873,2.5847,43.8501,0.1759,2.043,9,99.82,ISCO-08,50.18,18.8341,8.7305,81.1657,9451,4381,2226,3271,21.676,21.2546,12.6776,Y15-24,proxy_youth_15_24_x_isco,,,20.0643,2.8419,77.3,3,21345.9653408221,23536.0,78.644,755748610.0,0.722118332345892,5457399,0.2736,293064052,2025,,,2023,2023,2023,,2023,2023,,,,,,,,,partial — no labor force data
GRL,Greenland,Europe & Central Asia,High income,country,Nuuk,64.1836,-51.7214,,56831.0,20.7410596561096,67.7286548448726,11.5302854990178,47.6475020134577,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,0,78905.5801137274,,,,,,,,2025,,,,,,,,,,,,,,,,,partial — no ISCO data; no labor force data; no youth x ISCO cross-tab
GTM,Guatemala,Latin America & Caribbean,Upper middle income,country,Guatemala City,14.6248,-90.5328,,18687881.0,31.0259646070637,64.0107601281611,4.9632752647752,56.2237303919704,59.619,51.598,58.188,73.899,62.717,58.066,49.14,2.604,4.764,7684762.0,7484651,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),40.0508,29.052772050081,22.7127027850702,48.2345251648488,0.7502,5.8962,4.7229,3.9036,23.6587,12.0482,19.8614,5.8042,23.3546,0.0992,,9,99.9,ISCO-08,7575.091,15.2729,6.6464,84.7271,1143123,497460,292171,441310,12.0081,18.1603,11.2259,Y15-24,proxy_youth_15_24_x_isco,1640184,196955,17.8607,-3.2648,49.98,4,15197.0831415082,3337778.0,87.259,4654415040.0,11.9639534767402,556852050,0.2686,30551870345,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
GUM,Guam,East Asia & Pacific,High income,country,Agana,13.4443,144.794,,168999.0,25.867685216141,61.0372281410782,13.0950866427809,63.8349232201024,62.265,45.237,,,,58.797,38.989,5.569,13.813,78007.0,73663,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),43.5878,1.56118487143982,19.2555184491325,79.1832966794277,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,,,,1,,,,,,,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
GUY,Guyana,Latin America & Caribbean,High income,country,Georgetown,6.80461,-58.1548,,835986.0,28.9333194575029,64.0859416306015,6.98073891189565,56.0405039664022,54.987,49.401,50.914,69.282,45.415,48.409,37.102,11.962,24.896,326682.0,287604,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),34.403,12.2137112617045,31.0942514507846,56.6920372875109,3.74,10.7524,6.6786,6.6786,22.0032,7.1146,14.2889,11.8851,16.8586,0.9311,2.272,9,99.07,ISCO-08,366.738,27.8496,14.4924,72.1504,80097,41681,19208,30924,31.7729,29.3167,13.2701,Y15-24,proxy_youth_15_24_x_isco,50047,15901,16.1354,3.9233,79.9,4,97899.0116180627,134890.0,79.312,528907196.944752,0.860901501492639,4553370,0.3398,9567458865,2025,2025,2025,2024,2024,2024,,2024,2024,,,,,,,,,complete
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,country,,22.3964,114.109,,7498900.0,10.3113664597281,66.0213131936448,23.667320346627,51.4662467541072,56.356,29.465,28.423,84.377,59.618,54.778,26.826,2.799,8.958,3790314.0,3684223,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.1302,0.182377495822408,14.0143909521828,85.8032590723654,11.8781,12.2222,16.555,11.9263,18.972,,6.3315,4.1082,18.0067,0.2358,,8,99.76,ISCO-08,3684.929,52.5816,24.1003,47.4184,1937223,887909,439391,450293,50.9947,56.7011,42.9618,Y15-24,proxy_youth_15_24_x_isco,229830,117201,11.4249,-1.5869,59.11,4,80422.8129947646,856743.0,73.161,108585811468.116,4.1191464271023,4472808573,0.4598,136236706470,2025,2025,2025,2024,2024,2025,,2024,2024,,,,,,,,,partial — only 8/9 ISCO groups reported by source
HND,Honduras,Latin America & Caribbean,Lower middle income,country,Tegucigalpa,15.1333,-87.4667,,11005850.0,30.2626526012372,65.1952445833463,4.54210281541647,53.3854167029602,56.556,50.291,49.149,70.484,55.718,53.773,46.003,4.92,8.526,4340779.0,4127213,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),37.5002,22.4237635603666,21.6363518740219,55.9398845656115,2.1725,5.7188,5.3899,3.2879,25.2251,7.459,15.6781,6.2804,28.7883,-0.0,7.55,9,100.0,ISCO-08,4067.29,16.5691,7.8913,83.4309,683842,325691,135699,236027,10.2384,19.4718,17.5861,Y15-24,proxy_youth_15_24_x_isco,800653,81974,15.8137,-6.3307,44.07,4,7871.09129065536,1740436.0,82.226,3893248524.41143,0.934644902158754,36388049,0.277,8998530673,2025,2025,2025,2025,2025,2025,,2025,2025,,,,,,,,,complete
HRV,Croatia,Europe & Central Asia,High income,country,Zagreb,45.8069,15.9614,,3876200.0,13.7024318115671,62.687998939753,23.6095692486799,59.5201801546723,52.143,30.804,29.695,89.051,56.871,49.535,25.73,5.002,16.474,1744218.0,1656972,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),42.7473,4.32773351894687,26.361721464199,69.3106058073125,6.7619,21.0025,15.5419,9.3303,17.4062,2.5199,11.7364,9.2069,6.4941,0.3078,15.879,9,99.69,ISCO-08,1681.06,52.6366,27.7644,47.3635,872174,460048,154600,348006,27.763,54.4317,48.3772,Y15-24,proxy_youth_15_24_x_isco,129558,35969,12.9903,-24.8736,44.2,4,50946.1671131832,503529.0,74.674,24770706316.4148,7.7731615512973,1925467019,0.4648,39236729898,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
HTI,Haiti,Latin America & Caribbean,Lower middle income,country,Port-au-Prince,18.5392,-72.3288,,11906095.0,30.7870535726847,64.4212244055996,4.79172202171568,55.2283478651774,63.93,33.905,,,,54.377,21.184,14.944,37.518,5268189.0,4480911,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),37.6354,46.6145273090021,8.80043026686365,44.5850424241342,,,,,,,,,,,,0,,,,,,,,,,,,,,,proxy_unavailable,,,18.178,,,2,3133.72347930529,2164291.0,70.918,96566228.2953786,2.07111744478863,2000000,,,2025,2025,2025,,,,,,,,,,,,,,,partial — no ISCO data; no youth x ISCO cross-tab
HUN,Hungary,Europe & Central Asia,High income,country,Budapest,47.4984,19.0408,,9514251.0,14.352453368551,64.4900842344087,21.1574623970403,55.06259383534,60.578,32.093,30.571,91.72,74.299,57.839,27.534,4.521,14.205,4936333.0,4713161,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.5379,4.11368257895561,30.5346571836877,65.3516602373567,5.0694,21.2342,15.9662,7.1452,14.3689,2.9947,13.5224,11.5088,8.1901,-0.0,21.198,9,100.0,ISCO-08,4665.502,49.415,26.3036,50.5849,2329009,1239731,336765,1000802,33.2435,51.2541,44.9752,Y15-24,proxy_youth_15_24_x_isco,309400,102855,11.8107,-16.1715,46.35,4,49837.6008411067,1123703.0,77.834,43109660023.1822,11.2729180286044,4859716637,0.4398,103305781585,2025,2025,2025,2025,2024,2025,,2024,2024,,,,,,,,,complete
IDN,Indonesia,East Asia & Pacific,Upper middle income,country,Jakarta,-6.19752,106.83,,285721236.0,24.2472504288188,68.2099803183862,7.542769252795,46.6061121871889,67.965,46.003,46.205,78.217,71.397,65.765,40.033,3.237,12.977,147104597.0,142342821,SL.TLF.TOTL.IN x (1 - SL.UEM.TOTL.ZS),49.8188,27.2969124578361,22.5332080518796,50.1698745725842,2.1583,6.0426,2.9747,4.1696,25.1214,21.7061,11.6363,6.7166,19.4745,-0.0,539.969,9,100.0,ISCO-08,138702.478,15.3452,8.2009,84.6549,21842791,11673392,5935126,8601207,13.7974,17.7227,10.2443,Y15-24,proxy_youth_15_24_x_isco,16741506,2309893,14.6364,-1.5478,53.56,4,17659.7921291587,41819264.0,81.418,42523655204.062,9.61715450472404,4089565622,0.2663,669410194953,2025,2025,2025,2023,2023,2023,,2023,2023,,,,,,,,,complete
